	subject	acc	f1
0	K300	0.6878787878787879	0.6875580844001895
1	K309	0.43134236453201974	0.42545387859893635
2	K311	0.516754478398314	0.5184808064351899
3	K312	0.5598934550989345	0.5594481303611581
4	K313	0.6484173126614987	0.6461378908636292
5	K314	0.6231060606060606	0.6235602741661955
6	K315	0.9103896103896104	0.9114769195349373
7	K316	0.3560096153846154	0.35308833253897176
8	K320	0.45858343337334934	0.4573913043478261
9	K321	0.36784511784511786	0.36106185593503465
10	K322	0.6634615384615385	0.662681864516727
11	K323	0.7581254724111867	0.7574188764230096
12	K324	0.5286738351254481	0.5246557165861514
13	K325	0.6923529411764706	0.6913737245284161
14	K327	0.4859649122807017	0.4861267764493571
15	K328	0.7611222892913034	0.7640768442175419
16	K329	0.688047138047138	0.6880733944954128
17	K332	0.6666666666666667	0.666153253754332
18	K335	0.5976056945642796	0.5915457900075294
19	K336	0.834058872305141	0.8344808933770796
20	K337	0.5	0.49845201238390086
21	K338	0.8308755760368663	0.8328703703703705
22	K339	0.7000613371498672	0.7001225490196079
23	K354	0.5677510245901639	0.568
24	K355	0.40109555690809495	0.4006353528477422
25	K358	0.75472334682861	0.7520015943234669
26	K359	0.5769355888093689	0.5767828395091527
27	K360	0.7366912366912367	0.7242630385487528
28	K361	0.6487179487179486	0.6483731230543857
29	K362	0.5113071008593397	0.5112781954887218
30	K364	0.5286793223106756	0.5285714285714286
31	K366	0.770060396893874	0.7671220912096824
32	K368	0.7178340312143129	0.7171068668605615
33	K369	0.8771859026096314	0.8770739771318364
34	K370	0.5469208211143695	0.5474061113642771
35	K371	0.4642857142857143	0.4679935449166218
36	K372	0.7412698412698413	0.7391484084332369
37	K373	0.5598017268947874	0.5615521944957073
38	K374	0.6467661691542288	0.6458890313129464
39	K375	0.6476190476190475	0.6466568257613033
