	subject	acc	f1
0	K300	0.6419152320290019	0.6620828646419198
1	K309	0.4847667588367901	0.49404432383911584
2	K311	0.4520177104520885	0.4713026265930077
3	K312	0.5418997336377473	0.5559223068719383
4	K313	0.5396021021021021	0.5389708970856626
5	K314	0.47663830422451114	0.4730052603527305
6	K315	0.522979797979798	0.48817324766190906
7	K316	0.4107688606377509	0.3983699644621338
8	K320	0.3531037414965986	0.34426763069763217
9	K321	0.1840007215007215	0.17978557066797185
10	K322	0.2740384615384615	0.2522660213588482
11	K323	0.4432995420390378	0.4531862135015669
12	K324	0.5318206025562995	0.5034605151769438
13	K325	0.5123723269795724	0.511318644375822
14	K327	0.3210715952853308	0.32802285520007296
15	K328	0.5200809349353104	0.5383317286822707
16	K329	0.44512097236555437	0.4431048564739208
17	K332	0.46531279178338003	0.4583518441140196
18	K335	0.29084434232142625	0.30296158825612285
19	K336	0.5317330016583748	0.505807306584221
20	K337	0.35862299465240643	0.3548266282079232
21	K338	0.5418875758543595	0.49426749126525554
22	K339	0.45257986011829643	0.4552711088958424
23	K354	0.43250712980477324	0.4039387669659644
24	K355	0.3798691418137553	0.36772121042121647
25	K358	0.5767097324759863	0.5732399807614665
26	K359	0.43893261098043146	0.4314244737111801
27	K360	0.5486722892150524	0.5272946550827239
28	K361	0.26498048117766426	0.20935609320398474
29	K362	0.21471784434471	0.2161865554894794
30	K364	0.2964768100315366	0.28939210976574753
31	K366	0.5019819577576323	0.5116336651049893
32	K368	0.5535394833278562	0.5544223775329439
33	K369	0.40797686306160885	0.36497764971241803
34	K370	0.4315569350588635	0.41532891998987204
35	K371	0.11969461697722567	0.13945952096014594
36	K372	0.4676397749602951	0.4638273841968543
37	K373	0.26616715302206584	0.2669928564360984
38	K374	0.37327647476901205	0.37267995276336846
39	K375	0.39949156746031744	0.38595148226264375
