	subject	acc	f1
0	K300	0.47000000000000003	0.47818916133243633
1	K309	0.3742412949984202	0.36324002039781034
2	K311	0.3331351399693853	0.3105226729488483
3	K312	0.32913818066832495	0.34867710685885583
4	K313	0.30998037682831187	0.30344608667578626
5	K314	0.34868789970338776	0.35518194337684095
6	K315	0.33997388158919845	0.3384816472032225
7	K316	0.27764727444365483	0.2775259359711236
8	K320	0.2317446633825944	0.23330672870962949
9	K321	0.23209876543209876	0.22580823427470365
10	K322	0.1904202734605548	0.190364077310814
11	K323	0.282661867428964	0.2857341669985368
12	K324	0.20147878677321115	0.19390246702303587
13	K325	0.24756216006216006	0.2538617017860994
14	K327	0.30633362083497095	0.3153336947247749
15	K328	0.3194207124077459	0.317576090119652
16	K329	0.3595891868880375	0.3475406945502337
17	K332	0.14452272075222897	0.15172206767110918
18	K335	0.21299603174603177	0.21661864262802177
19	K336	0.27196837164937837	0.2917800389904653
20	K337	0.1950301332654274	0.20132702918803475
21	K338	0.24649923846894237	0.22032486076691268
22	K339	0.2845662617763574	0.2929832561906677
23	K354	0.25853174603174606	0.2791412370406812
24	K355	0.357702661654492	0.35648999776274626
25	K358	0.3200628394593912	0.3031069947626766
26	K359	0.2737457838032551	0.2659605979234476
27	K360	0.329265873015873	0.3063952920606518
28	K361	0.21722629784331562	0.21755202861940054
29	K362	0.2869540109838617	0.28398077909060726
30	K364	0.26831372193072717	0.2645132873921416
31	K366	0.3478923214385863	0.3224475145792608
32	K368	0.3452218842543903	0.3356847058322329
33	K369	0.3128291809453243	0.29947442817678
34	K370	0.20106439753320682	0.20059393559078653
35	K371	0.13350299056820794	0.14220940760510956
36	K372	0.27007937514086094	0.2692636024457515
37	K373	0.16785714285714284	0.16886093046085243
38	K374	0.34531238610063236	0.3360634706977477
39	K375	0.31644189144189144	0.2859392348931412
